Order,Family,Species,Occurrence,FishBase name,Name in Country,Size / Weight / Age,Short Description,Biology,Threat To Humans,IUCN Red List Status
Ophidiiformes,Dinematichthyidae,Eusurculus andamanensis,native,Andaman viviparous brotula,,"Maturity: Lm ?  range ? - ? cm
Max length : 4.4 cm SL male/unsexed; (Ref. 76869)","Dorsal soft rays (total): 78-84; Anal soft rays: 59 - 63; Vertebrae: 42 - 43. This species possess the following characters: D 78-84, A 59-63, D/A 21-27, V in D 2.2-2.3; vertebrae 12+30-31=42-43; the anterior nostril is positioned 1/4.5 to 1/5 the distance from upper lip to aggregate distance to anterior margin of eye; free pseudoclaspers 2 pairs, the outer pseudoclasper wing-shaped with broad base and distally widened supporter with anterior hook (covered by ligament), the inner one stalked, with slightly widened base and distally with concave sucker-disk; 5-6 rows of scales on upper part and 3-4 rows on lower part on cheek (Ref. 76869).",,,  Data deficient (DD) ; Date assessed: 15 August 2019
Tetraodontiformes,Diodontidae,Cyclichthys orbicularis,native,Birdbeak burrfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 30.0 cm TL male/unsexed; (Ref. 9710)",Dorsal spines (total): 0; Dorsal soft rays (total): 11-13; Anal spines: 0; Anal soft rays: 10 - 12. Adults brown to grey with blotches and clusters of black spots on back and sides; pelagic juveniles covered with black spots (Ref. 4423).,"Inhabit clear protected reefs with sponge and algal habitats. Often in large sponges during the day (Ref. 48637). Usually over sand and mud bottoms to at least 170 m (Ref. 30573). Occasionally on reefs (Ref. 9680). Active at night, feeding among reefs (Ref. 48637). A nocturnal species (Ref. 9710) that presumably feeds on hard-shelled invertebrates (Ref. 9680, 48637).",  Harmless,  Not Evaluated 
Tetraodontiformes,Diodontidae,Cyclichthys spilostylus,native,Spotbase burrfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 34.0 cm TL male/unsexed; (Ref. 9710)","Dorsal spines (total): 0; Dorsal soft rays (total): 11-13; Anal spines: 0; Anal soft rays: 10 - 12. Fins unspotted; adults with black spots on sides and belly, the spots associated with spine bases; no spines on caudal peduncle (Ref. 4423).","Found in coastal waters in the vicinity of reefs (Ref. 9680). Lives in seagrass habitats and coastal slopes with sponges. Active during the night (Ref. 48637). Nocturnal and solitary (Ref. 9680), usually found under ledges during the day (Ref. 9710). Juveniles pelagic (Ref. 30573). Feeds on hard-shelled invertebrates (Ref. 9680). Not usually marketed (Ref. 9680).",  Harmless,  Not Evaluated 
Tetraodontiformes,Diodontidae,Diodon holocanthus,native,Longspined porcupinefish,Bankocho,"Maturity: Lm ?  range ? - ? cm
Max length : 50.0 cm TL male/unsexed; (Ref. 7251); common length : 15.0 cm TL male/unsexed; (Ref. 55763)","Dorsal spines (total): 0; Dorsal soft rays (total): 13-15; Anal spines: 0; Anal soft rays: 13 - 15. Pelagic juveniles with spots, particularly prominent on belly; adults with dark blotches across back and spots between the blotches; fins without spots (Ref. 4423). 14 to 16 spines in an approximate row between snout and origin of dorsal fin; with a large brown bar above and below each eye; a broad transverse brown bar on occipital region of head (Ref. 13442).","Inhabit shallow reefs to open, soft bottoms. Also in areas with rocky substrata. Sometimes form groups (Ref. 9710, 48637). Occur on open muddy substrates as well as on rich soft-bottom and coral reefs. Juveniles often with floating Sargassum rafts. Young and sub-adults may form small groups (Ref. 48637). Benthopelagic (Ref. 58302). Juveniles pelagic to about 6-9 cm. Solitary. Feed on mollusks, sea urchins, hermit crabs, and crabs at night (Ref. 9680). Relatively poor swimmers (Ref. 9710). Used in Chinese medicine (Ref. 12166). Captured at the surface using a hand net (Ref. 26165).",  Reports of ciguatera poisoning (Ref. 30303),  Least Concern (LC) ; Date assessed: 07 June 2011
Tetraodontiformes,Diodontidae,Diodon hystrix,native,Spot-fin porcupinefish,Bankocho,"Maturity: Lm ?  range ? - ? cm
Max length : 91.0 cm TL male/unsexed; (Ref. 2850); common length : 40.0 cm TL male/unsexed; (Ref. 26999); max. published weight: 2.8 kg (Ref. 40637)","Dorsal spines (total): 0; Dorsal soft rays (total): 14-17; Anal spines: 0; Anal soft rays: 14 - 16. Body robust; teeth united in each jaw but without a central division; body covered with long, sharp spines, folded backwards when body not inflated; 16 to 20 spines between snout and dorsal fin; dorsal region of caudal peduncle spiny; back, flanks and fins light brown with numerous dark spots; belly spiny (Ref. 55763). Spines long. Body grayish tan, with small black spots, but no large dark blotches. Belly white, surrounded by dusky ring (Ref. 26938). About 20 spines in an approximate row between snout and dorsal fin (Ref. 13442).","Occur in lagoon and seaward reefs to at least 50 m. Commonly seen in caves and holes in shallow reefs (Ref. 26938, 48637). Juveniles to about 20 cm are pelagic. Adults benthic (Ref. 30573). Solitary and nocturnal that feed on hard shelled invertebrates like sea urchins, gastropods, and hermit crabs (Ref. 9680). Generally common (Ref. 9710). Not normally used as food (Ref. 3717). Reached a life-span of 10 years and a length of 69 cm in the McGinty Aquarium (E. Dashiell, pers. comm 2004), suggesting a preliminary K=0.12.",  Poisonous to eat (Ref. 4690),  Least Concern (LC) ; Date assessed: 07 June 2011
Tetraodontiformes,Diodontidae,Lophodiodon calori,native,Four-bar porcupinefish,,"Maturity: Lm ?  range ? - ? cm
Max length : 30.0 cm SL male/unsexed; (Ref. 9680)",Dorsal spines (total): 0; Dorsal soft rays (total): 10-12; Anal spines: 0; Anal soft rays: 10 - 11. Pelagic specimens with small spots covering body; benthic specimens with 4 dark bars on flanks and a blotch on each pectoral and dorsal fin bases; fins unspotted (Ref. 4423).,"Continental shelves to 100 m (Ref. 9680). Also found on sand-rubble bottoms (Ref. 90102). Adults benthic, juveniles pelagic (Ref. 30573). Presumably feeds on hard-shelled invertebrates (Ref. 9680). Not usually marketed (Ref. 9680). Not a common species (Ref. 9680).",  Harmless,  Not Evaluated 
Acanthuriformes,Drepaneidae,Drepane longimana,native,Concertina fish,Banded drepane,"Maturity: Lm ?  range ? - ? cm
Max length : 50.0 cm TL male/unsexed; (Ref. 9800); common length : 23.0 cm TL male/unsexed; (Ref. 5450); max. published weight: 2.9 kg (Ref. 126702)",Dorsal spines (total): 8 - 9; Dorsal soft rays (total): 19-23; Anal spines: 3; Anal soft rays: 17 - 19,"Found inshore, on sand or mud bottoms, reefs, estuaries and harbors. Maximum depth for this species is less than 50 m. Feeds on benthic invertebrates (Ref. 5213). Breeds close inshore during spring (Ref. 5324). Flesh edible, but not esteemed (Ref. 12484).",  Harmless,  Not Evaluated 
Acanthuriformes,Drepaneidae,Drepane punctata,native,Spotted sicklefish,Chand,"Maturity: Lm ?, range 25 - ? cm
Max length : 50.0 cm TL male/unsexed; (Ref. 9710); common length : 25.0 cm TL male/unsexed; (Ref. 3283)","Dorsal spines (total): 8 - 10; Dorsal soft rays (total): 20-22; Anal spines: 3; Anal soft rays: 17 - 19. Color generally silvery with greenish tinge above. Pectoral fins long and pointed. Similar to D. longimana but differs in having 4 - 11 vertical gray spots on the upper half of the sides, and generally 8 dorsal spines (against none (spots) and generally 9 spines in D. longimana).","Occurs in various inshore habitats: sand or mud bottoms, reefs, estuaries and harbors (Ref. 9800). Found near coral and rock reefs at temperatures ranging from 26° to 29°C. Feeds on invertebrates and benthic fishes (Ref. 5213). Generally marketed fresh (Ref. 5284).",  Harmless,  Not Evaluated 
Clupeiformes,Dussumieriidae,Dussumieria acuta,native,Rainbow sardine,Challay,"Maturity: Lm ?  range ? - ? cm
Max length : 20.0 cm SL male/unsexed; (Ref. 188); common length : 15.0 cm TL male/unsexed; (Ref. 30573)",Dorsal spines (total): 0; Anal spines: 0; Anal soft rays: 14 - 18. Branchiostegal rays fewer (12 to 15) and posterior part of scales marked with numerous tiny radiating striae. Color is iridescent blue with a shiny gold or brass line below (quickly fading after death); hind margin of tail broadly dark. W-shaped pelvic scute; isthmus tapering evenly forward; more anal fin rays.,Mainly a pelagic inshore species (Ref. 68964). Earlier studies on the habitat and biology may have equally referred to D. elopsoides which this species closely resembles. Can also be caught with ringnets and dipnets. Occurrence reportedly reaches inland (Ref. 94476).,  Harmless,  Least Concern (LC) ; Date assessed: 21 December 2020
Clupeiformes,Dussumieriidae,Dussumieria elopsoides,native,Slender rainbow sardine,Feemaru,"Maturity: Lm ?  range ? - ? cm
Max length : 20.0 cm SL male/unsexed; (Ref. 188)",Dorsal spines (total): 0; Dorsal soft rays (total): 16-18; Anal spines: 0; Anal soft rays: 14 - 18. Branchiostegal rays more (13 to 17) and no striae on posterior part of scales; pelvic fins more advanced; W-shaped pelvic scute; isthmus with tapering evenly forward; more anal fin rays.,"Pelagic inshore (Ref. 68964). The habitat and biology are presumably similar to those of D. acuta from which this species was not distinguished in earlier studies. Marketed fresh, may be dried or salted (Ref. 5284).",  Harmless,  Least Concern (LC) ; Date assessed: 01 March 2017
Carangiformes,Echeneidae,Echeneis naucrates,native,Live sharksucker,Feesung,"Maturity: Lm ?  range ? - ? cm
Max length : 110 cm TL male/unsexed; (Ref. 9710); common length : 66.0 cm SL male/unsexed; (Ref. 10970); max. published weight: 2.3 kg (Ref. 40637)",Dorsal spines (total): 0; Dorsal soft rays (total): 32-42; Anal spines: 0; Anal soft rays: 29 - 41.,"Most abundant remora in warm waters (Ref. 4389). Occurs near as well as far from the coast (Ref. 5217). Often found free-swimming in shallow inshore areas and around coral reefs (Ref. 26938). Attaches temporarily to a variety of hosts including sharks, rays, large bony fishes or sea turtles, whales, dolphins and also to ships. May follow divers (Ref. 9710); reported to attach itself to a diver's leg (Ref. 57809). Feeds on small fishes, bits of its host's prey and host's parasites (Ref. 26938). Juveniles occasionally act as reef station-based cleaners, where they service parrotfishes (Ref. 40095). Sometimes used by natives to aid in fishing; a line is tied to the caudal peduncle of the remora and then is released; upon attaching to another fish, the remora and its host are hauled in by the fisher (Ref. 9682).",  Harmless,  Least Concern (LC) ; Date assessed: 23 August 2012
Carangiformes,Echeneidae,Phtheirichthys lineatus,native,Slender suckerfish,Keesakam,"Maturity: Lm ?  range ? - ? cm
Max length : 76.0 cm TL male/unsexed; (Ref. 2850)","Dorsal spines (total): 0; Dorsal soft rays (total): 32-38; Anal spines: 0; Anal soft rays: 31 - 38. Bluish black above, white below; 3 stripes along sides (upper pale blue, middle black, lower silvery).","Rare (Ref. 4389), oceanic species. Most often found attached to barracudas but also to other fishes and sea turtles. Clings to body of host and also found inside gill chambers.",  Harmless,  Least Concern (LC) ; Date assessed: 23 August 2012
Carangiformes,Echeneidae,Remora albescens,native,White suckerfish,Atta-mas,"Maturity: Lm ?  range ? - ? cm
Max length : 30.0 cm SL male/unsexed; (Ref. 5288)",Dorsal spines (total): 0; Dorsal soft rays (total): 17-22; Anal spines: 0; Anal soft rays: 21 - 26. Pale grey to white in color.,"Host specific on manta rays, but occasionally attaches to sharks. Often occurs inside gill chamber and mouth of host. Also attaches itself to black marlin, Makaira indica, of the Indo-Pacific Region (Ref. 7251). Rarely free-swimming (Ref. 10791). Used in Chinese medicine (Ref. 12166).",  Harmless,  Least Concern (LC) ; Date assessed: 01 July 2010
Carangiformes,Echeneidae,Remora osteochir,native,Marlin sucker,Atta-mas,"Maturity: Lm 13.9, range 11 - 16.8 cm
Max length : 40.0 cm SL male/unsexed; (Ref. 5288)","Oceanic species with a strong preference for marlins and sailfish as hosts, but may occasionally cling to other large fishes. Attaches to the body or gill chamber of the host (Ref. 10791). Oviparous. Distinct pairing during breeding (Ref. 57896).","Oviparous. From collection study observations, a mature pair is often found attached to a single host, most often a billfish, indicative of distinct pairing during breeding (Ref. 57896).",,Not Evaluated
Carangiformes,Echeneidae,Remora remora,native,Shark sucker,Keesakam,"Maturity: Lm ?  range ? - ? cm
Max length : 86.4 cm TL male/unsexed; (Ref. 26340); common length : 40.0 cm TL male/unsexed; (Ref. 26999); max. published weight: 1.1 kg (Ref. 40637)","Dorsal spines (total): 0; Dorsal soft rays (total): 22-26; Anal spines: 0; Anal soft rays: 22 - 24. Dark brownish grey in color (Ref. 4389). During the course of development, fin is transformed into a suction disc (Ref. 35388). Deeper-bodied than Echeneis naucrates (Ref. 37816).","Usually associated with sharks but also attaches itself to other large fishes, sea turtles and even ships (Ref. 2850, 58302); found in gill chambers, fins and body surface (Ref. 5951). Sometimes free-swimming (Ref. 2850). Younger individual is more active as parasite pickers (Ref. 26938). Feeds on parasitic copepods (Ref. 35388).",  Harmless,  Least Concern (LC) ; Date assessed: 23 August 2012
Echinorhiniformes,Echinorhinidae,Echinorhinus brucus,native,Bramble shark,Bramble shark,"Maturity: Lm ?, range 200 - ? cm
Max length : 310 cm TL male/unsexed; (Ref. 247); common length : 200 cm TL male/unsexed; (Ref. 26999)","Dorsal spines (total): 0; Dorsal soft rays (total): 0; Anal spines: 0; Anal soft rays: 0. The bramble shark Echinorhinus brucus has thorn-like denticles on body which are very large (single denticles up to about 15mm in basal diameter in adults), sparse irregularly distributed and thorn-like with smooth basal margins, some bases fused into compound plates. Dorsal surface dark purplish-grey to brown with white denticles, ventral surface paler; sides and back may have dark spots. Tooth count 20-26/21-26.As with the other member of the family Echinorhinidae, it has a relatively short snout and stout body; two small spineless dorsal fins, close together, towards posterior part of body and originating behind pelvic fin origin. No anal fin and subterminal notch on caudal fin. Small spiracles, very short labial furrows and teeth on both jaws alike, with a central oblique bladelike cusps with up to 3 cusplets on each side (absent in juveniles) (Ref. 247, 6871, 5578).","A rare (Ref. 26346), large, sluggish, deepwater shark found on continental and insular shelves and upper slopes (Ref. 247). Sometimes found in shallow water (Ref. 247). Feeds on smaller sharks, bony fishes, and crabs (Ref. 247). Ovoviviparous (Ref. 205), with 15-26 young in a litter (26346). Never recorded as attacking people. Sometimes hooked by shore anglers (Ref. 5578). Processed into fishmeal. May be used in traditional medicine in southern Africa (Ref. 5578).",  Harmless (Ref. 247),  Endangered (EN) (A2bd); Date assessed: 21 November 2019
